date, number_of_issues, number_of_pull_requests, number_of_commits
2016-08-30, 17, 17, 12
2016-08-31, 17, 17, 11
2016-09-01, 24, 24, 19
2016-09-02, 16, 16, 19
2016-09-03, 8, 8, 7
2016-09-04, 4, 4, 4
2016-09-05, 8, 8, 3
2016-09-06, 22, 22, 16
2016-09-07, 20, 20, 10
2016-09-08, 12, 12, 4
2016-09-09, 19, 19, 6
2016-09-10, 10, 10, 5
2016-09-11, 6, 6, 6
2016-09-12, 13, 13, 10
2016-09-13, 23, 23, 5
2016-09-14, 17, 17, 14
2016-09-15, 8, 8, 15
2016-09-16, 8, 8, 6
2016-09-17, 11, 11, 7
2016-09-18, 11, 11, 7
2016-09-19, 12, 12, 5
2016-09-20, 14, 14, 10
2016-09-21, 20, 20, 18
2016-09-22, 16, 16, 19
2016-09-23, 19, 19, 11
2016-09-24, 7, 7, 3
2016-09-25, 5, 5, 1
2016-09-26, 10, 10, 9
2016-09-27, 23, 23, 11
2016-09-28, 19, 19, 8
2016-09-29, 16, 16, 17
2016-09-30, 12, 12, 4
2016-10-01, 4, 4, 7
2016-10-02, 6, 6, 2
2016-10-03, 9, 9, 5
2016-10-04, 16, 16, 11
2016-10-05, 14, 14, 8
2016-10-06, 19, 19, 7
2016-10-07, 12, 12, 14
2016-10-08, 6, 6, 5
2016-10-09, 5, 5, 0
2016-10-10, 15, 15, 8
2016-10-11, 17, 17, 15
2016-10-12, 15, 15, 14
2016-10-13, 17, 17, 14
2016-10-14, 23, 23, 20
2016-10-15, 8, 8, 3
2016-10-16, 3, 3, 2
2016-10-17, 17, 17, 6
2016-10-18, 15, 15, 16
2016-10-19, 19, 19, 7
2016-10-20, 17, 17, 12
2016-10-21, 19, 19, 15
2016-10-22, 7, 7, 9
2016-10-23, 4, 4, 5
2016-10-24, 12, 12, 3
2016-10-25, 16, 16, 12
2016-10-26, 18, 18, 18
2016-10-27, 15, 15, 11
2016-10-28, 11, 11, 4
2016-10-29, 6, 6, 2
2016-10-30, 8, 8, 8
2016-10-31, 15, 15, 5
2016-11-01, 17, 17, 20
2016-11-02, 20, 20, 21
2016-11-03, 19, 19, 16
2016-11-04, 15, 15, 8
2016-11-05, 10, 10, 9
2016-11-06, 4, 4, 4
2016-11-07, 12, 12, 11
2016-11-08, 14, 14, 17
2016-11-09, 20, 20, 12
2016-11-10, 10, 10, 8
2016-11-11, 11, 11, 7
2016-11-12, 10, 10, 5
2016-11-13, 5, 5, 0
2016-11-14, 11, 11, 10
2016-11-15, 10, 10, 13
2016-11-16, 16, 16, 17
2016-11-17, 12, 12, 7
2016-11-18, 15, 15, 5
2016-11-19, 5, 5, 7
2016-11-20, 10, 10, 8
2016-11-21, 19, 19, 8
2016-11-22, 12, 12, 12
2016-11-23, 16, 16, 10
2016-11-24, 8, 8, 3
2016-11-25, 8, 8, 7
2016-11-26, 4, 4, 4
2016-11-27, 7, 7, 0
2016-11-28, 22, 22, 16
2016-11-29, 21, 21, 17
2016-11-30, 22, 22, 20
2016-12-01, 21, 21, 10
2016-12-02, 12, 12, 15
2016-12-03, 7, 7, 8
2016-12-04, 8, 8, 4
2016-12-05, 24, 24, 9
2016-12-06, 16, 16, 18
2016-12-07, 22, 22, 15
2016-12-08, 23, 23, 18
2016-12-09, 16, 16, 13
2016-12-10, 8, 8, 9
2016-12-11, 3, 3, 4
2016-12-12, 10, 10, 7
2016-12-13, 13, 13, 14
2016-12-14, 11, 11, 15
2016-12-15, 15, 15, 14
2016-12-16, 22, 22, 13
2016-12-17, 4, 4, 3
2016-12-18, 5, 5, 2
2016-12-19, 15, 15, 5
2016-12-20, 19, 19, 7
2016-12-21, 14, 14, 10
2016-12-22, 7, 7, 15
2016-12-23, 7, 7, 5
2016-12-24, 4, 4, 4
2016-12-25, 2, 2, 0
2016-12-26, 11, 11, 3
2016-12-27, 9, 9, 6
2016-12-28, 8, 8, 10
2016-12-29, 12, 12, 6
2016-12-30, 3, 3, 4
